ISBN,Synopsis
9780060512804,"With this extraordinary first volume in what promises to be an epoch-making masterpiece, Neal Stephenson hacks into the secret histories of nations and the private obsessions of men, decrypting with dazzling virtuosity the forces that shaped this century.In 1942, Lawrence Pritchard Waterhouse - mathematical genius and young Captain in the U.S. Navy - is assigned to detachment 2702. It is an outfit so secret that only a handful of people know it exists, and some of those people have names like Churchill and Roosevelt. The mission of Watrehouse and Detatchment 2702-commanded by Marine Raider Bobby Shaftoe-is to keep the Nazis ignorant of the fact that Allied Intelligence has cracked the enemy's fabled Enigma code. It is a game, a cryptographic chess match between Waterhouse and his German counterpart, translated into action by the gung-ho Shaftoe and his forces.Fast-forward to the present, where Waterhouse's crypto-hacker grandson, Randy, is attempting to create a ""data haven"" in Southeast Asia - a place where encrypted data can be stored and exchanged free of repression and scrutiny. As governments and multinationals attack the endeavor, Randy joins forces with Shaftoe's tough-as-nails grandaughter, Amy, to secretly salvage a sunken Nazi sumarine that holds the key to keeping the dream of a data haven afloat. But soon their scheme brings to light a massive conspiracy with its roots in Detachment 2702 linked to an unbreakable Nazi code called Arethusa. And it will represent the path to unimaginable riches and a future of personal and digital liberty...or to universal totalitarianism reborn.A breathtaking tour de force, and Neal Stephenson's most accomplished and affecting work to date, CRYPTONOMICON is profound and prophetic, hypnotic and hyper-driven, as it leaps forward and back between World War II and the World Wide Web, hinting all the while at a dark day-after-tomorrow. It is a work of great art, thought, and creative daring; the product of a truly icon"
9781400067824,"Antifragile is a standalone book in Nassim Nicholas Taleb's landmark Incerto series, an investigation of opacity, luck, uncertainty, probability, human error, risk, and decision-making in a world we don't understand. The other books in the series are Fooled by Randomness, The Black Swan, and The Bed of Procrustes.Nassim Nicholas Taleb, the bestselling author of The Black Swan and one of the foremost thinkers of our time, reveals how to thrive in an uncertain world.   Just as human bones get stronger when subjected to stress and tension, and rumors or riots intensify when someone tries to repress them, many things in life benefit from stress, disorder, volatility, and turmoil. What Taleb has identified and calls ""antifragile"" is that category of things that not only gain from chaos but need it in order to survive and flourish.     In The Black Swan, Taleb showed us that highly improbable and unpredictable events underlie almost everything about our world. In Antifragile, Taleb stands uncertainty on its head, making it desirable, even necessary, and proposes that things be built in an antifragile manner. The antifragile is beyond the resilient or robust. The resilient resists shocks and stays the same; the antifragile gets better and better.    Furthermore, the antifragile is immune to prediction errors and protected from adverse events. Why is the city-state better than the nation-state, why is debt bad for you, and why is what we call ""efficient"" not efficient at all? Why do government responses and social policies protect the strong and hurt the weak? Why should you write your resignation letter before even starting on the job? How did the sinking of the Titanic save lives? The book spans innovation by trial and error, life decisions, politics, urban planning, war, personal finance, economic systems, and medicine. And throughout, in addition to the street wisdom of Fat Tony of Brooklyn, the voices and recipes of ancient wisdom, from Roman, Greek, Semitic, and medieval sources, are loud and clear.   Antifragile is a blueprint for living in a Black Swan world.   Erudite, witty, and iconoclastic, Taleb's message is revolutionary: The antifragile, and only the antifragile, will make it.Praise for Antifragile  ""Ambitious and thought-provoking . . . highly entertaining.""--The Economist   ""A bold book explaining how and why we should embrace uncertainty, randomness, and error . . . It may just change our lives.""--Newsweek   ""Revelatory . . . [Taleb] pulls the reader along with the logic of a Socrates.""--Chicago Tribune   ""Startling . . . richly crammed with insights, stories, fine phrases and intriguing asides . . . I will have to read it again. And again.""--Matt Ridley, The Wall Street Journal   ""Trenchant and persuasive . . . Taleb's insatiable polymathic curiosity knows no bounds. . . . You finish the book feeling braver and uplifted.""--New Statesman   ""Antifragility isn't just sound economic and political doctrine. It's also the key to a good life.""--Fortune   ""At once thought-provoking and brilliant.""--Los Angeles TimesFrom the Hardcover edition."
9780385689229,"The compelling, inspiring, and comically sublime story of one man's coming-of-age, set during the twilight of apartheid and the tumultuous days of freedom that followed   

Trevor Noah's unlikely path from apartheid South Africa to the desk of The Daily Show began with a criminal act: his birth. Trevor was born to a white Swiss father and a black Xhosa mother at a time when such a union was punishable by five years in prison. Living proof of his parents' indiscretion, Trevor was kept mostly indoors for the earliest years of his life, bound by the extreme and often absurd measures his mother took to hide him from a government that could, at any moment, steal him away. Finally liberated by the end of South Africa's tyrannical white rule, Trevor and his mother set forth on a grand adventure, living openly and freely and embracing the opportunities won by a centuries-long struggle.             

 Born a Crime is the story of a mischievous young boy who grows into a restless young man as he struggles to find himself in a world where he was never supposed to exist. It is also the story of that young man's relationship with his fearless, rebellious, and fervently religious mother--his teammate, a woman determined to save her son from the cycle of poverty, violence, and abuse that would ultimately threaten her own life.              

The eighteen personal essays collected here are by turns hilarious, dramatic, and deeply affecting. Whether subsisting on caterpillars for dinner during hard times, being thrown from a moving car during an attempted kidnapping, or just trying to survive the life-and-death pitfalls of dating in high school, Trevor illuminates his curious world with an incisive wit and unflinching honesty. His stories weave together to form a moving and searingly funny portrait of a boy making his way through a damaged world in a dangerous time, armed only with a keen sense of humor and a mother's unconventional, unconditional love.

A New York Times Bestseller"
9780345816023,"What does everyone in the modern world need to know? Renowned psychologist Jordan B. Peterson's answer to this most difficult of questions uniquely combines the hard-won truths of ancient tradition with the stunning revelations of cutting-edge scientific research.Humorous, surprising and informative, Dr. Peterson tells us why skateboarding boys and girls must be left alone, what terrible fate awaits those who criticize too easily, and why you should always pet a cat when you meet one on the street.      What does the nervous system of the lowly lobster have to tell us about standing up straight (with our shoulders back) and about success in life? Why did ancient Egyptians worship the capacity to pay careful attention as the highest of gods? What dreadful paths do people tread when they become resentful, arrogant and vengeful? Dr. Peterson journeys broadly, discussing discipline, freedom, adventure and responsibility, distilling the world's wisdom into 12 practical and profound rules for life. 12 Rules for Life shatters the modern commonplaces of science, faith and human nature, while transforming and ennobling the mind and spirit of its readers."
9780425198193,"The well-known publishing correspondent and self-described ""readaholic"" chronicles a year spent reading-and the surprises it brought. 

In early 2002, Sara Nelson-editor, reporter, reviewer, mother, daughter, wife, and compulsive reader-set out to chronicle a year's worth of reading, to explore how the world of books and words intermingled with children, marriage, friends, and the rest of the ""real"" world. She had a system all set up: fifty-two weeks, fifty-two books... and it all fell apart the first week. That's when she discovered that books chose her as much as she chose them, and the rewards and frustrations they brought were nothing she could plan for: ""In reading, as in life, even if you know what you're doing, you really kind of don't."" 

From Solzhenitsyn to Laura Zigman, Catherine M. to Captain Underpants, this is the captivating result. It is a personal memoir filled with wit, charm, insight, infectious enthusiasm-and observations on everything from Public Books (the ones we pretend we're reading), lending trauma and the idiosyncrasies of sex scenes (""The mingling of bodies and emotions and fluids is one thing. But reading about it: now that's personal"") to revenge books, hype, the stresses of recommendation (What does it mean when someone you like hates the book you love?), the odd reasons we pick up a book in the first place, and how to put it down if we don't like it (""The literary equivalent of a bar mitzvah, the moment at which you look at yourself and announce: Today I am an adult.""). Throughout, So Many Books, So Little Time is pure delight-a work at once funny, wise, and rueful: enough to make a passionate reader out of anybody."
9780062301260,"In the spirit of Steve Jobs and Moneyball, Elon Musk is both an illuminating and authorized look at the extraordinary life of one of Silicon Valley's most exciting, unpredictable, and ambitious entrepreneurs--a real-life Tony Stark--and a fascinating exploration of the renewal of American invention and its new ""makers"".
Ashlee Vance spotlights the technology and vision of Elon Musk, the renowned entrepreneur and innovator behind SpaceX, Tesla, and SolarCity, who sold one of his Internet companies, PayPal, for $1.5 billion. Ashlee Vance captures the full spectacle and arc of the genius's life and work, from his tumultuous upbringing in South Africa and flight to the United States to his dramatic technical innovations and entrepreneurial pursuits. 
Vance uses Musk's story to explore one of the pressing questions of our age: can the nation of inventors and creators who led the modern world for a century still compete in an age of fierce global competition? He argues that Musk--one of the most unusual and striking figures in American business history--is a contemporary, visionary amalgam of legendary inventors and industrialists including Thomas Edison, Henry Ford, Howard Hughes, and Steve Jobs. More than any other entrepreneur today, Musk has dedicated his energies and his own vast fortune to inventing a future that is as rich and far-reaching as the visionaries of the golden age of science-fiction fantasy. 
Thorough and insightful, Elon Musk brings to life a technology industry that is rapidly and dramatically changing by examining the life of one of its most powerful and influential titans.
A New York Times Bestseller"
9780393254594,"How a Nobel Prize-winning theory of the mind altered our perception of reality.
Forty years ago, Israeli psychologists Daniel Kahneman and Amos Tversky wrote a series of breathtakingly original studies undoing our assumptions about the decision-making process. Their papers showed the ways in which the human mind erred, systematically, when forced to make judgments in uncertain situations. Their work created the field of behavioral economics, revolutionized Big Data studies, advanced evidence-based medicine, led to a new approach to government regulation, and made much of Michael Lewis's own work possible. Kahneman and Tversky are more responsible than anybody for the powerful trend to mistrust human intuition and defer to algorithms.
The Undoing Project is about a compelling collaboration between two men who have the dimensions of great literary figures. They became heroes in the university and on the battlefield--both had important careers in the Israeli military--and their research was deeply linked to their extraordinary life experiences. Amos Tversky was a brilliant, self-confident warrior and extrovert, the center of rapt attention in any room; Kahneman, a fugitive from the Nazis in his childhood, was an introvert whose questing self-doubt was the seedbed of his ideas. They became one of the greatest partnerships in the history of science, working together so closely that they couldn't remember whose brain originated which ideas, or who should claim credit. They flipped a coin to decide the lead authorship on the first paper they wrote, and simply alternated thereafter.
This story about the workings of the human mind is explored through the personalities of two fascinating individuals so fundamentally different from each other that they seem unlikely friends or colleagues. In the process they may well have changed, for good, mankind's view of its own mind.
A New York Times Bestseller"
9780062362490,"Bitcoin, the landmark digital money and financial technology, has spawned a global social movement with utopian ambitions. The notion of a new currency, maintained by the computers of users around the world, has been the butt of many jokes, but that has not stopped it from growing into a technology worth billions of dollars, supported by the hordes of followers who have come to view it as the most important new idea since the creation of the internet.Believers from Beijing to Buenos Aires see the potential for a financial system free from banks and governments, and a new global money for the digital age. An unusual tale of group invention, Digital Gold tells the story of the colorful characters who have built Bitcoin, including a Finnish college student, an Argentinian millionaire, a Chinese entrepreneur, Tyler and Cameron Winklevoss, Bitcoin's elusive creator, Satoshi Nakamoto, and the founder of the Silk Road online drug market, Ross Ulbricht.With Digital Gold, New York Times reporter Nathaniel Popper offers a brilliant and engrossing account of this new technology--one filled with dramatic booms and busts that have led to untold riches for some and prison terms for others. But at each step of the way, Bitcoin has provided one of the most fascinating tests of how money works, who benefits from it, and what it might look like in the future."
9781101870532,"Locked in the silence and darkness of your skull, your brain fashions the rich narratives of your reality and your identity. Join renowned neuroscientist David Eagleman for a journey into the questions at the mysterious heart of our existence. What is reality? Who are ""you""? How do you make decisions? Why does your brain need other people? How is technology poised to change what it means to be human?  In the course of his investigations, Eagleman guides us through the world of extreme sports, criminal justice, facial expressions, genocide, brain surgery, gut feelings, robotics, and the search for immortality.  Strap in for a whistle-stop tour into the inner cosmos. In the infinitely dense tangle of billions of brain cells and their trillions of connections, something emerges that you might not have expected to see in there: you.    This is the story of how your life shapes your brain, and how your brain shapes your life.   (A companion to the six-part PBS series. Color illustrations throughout.)From the Hardcover edition."
9780393353150,"The #1 New York Times bestseller--Now a Major Motion Picture from Paramount Pictures
From the author of The Blind Side and Moneyball, The Big Short tells the story of four outsiders in the world of high-finance who predict the credit and housing bubble collapse before anyone else. The film adaptation by Adam McKay (Anchorman I and II, The Other Guys) features Academy Award® winners Christian Bale, Brad Pitt, Melissa Leo and Marisa Tomei; Academy Award® nominees Steve Carell and Ryan Gosling.
When the crash of the U.S. stock market became public knowledge in the fall of 2008, it was already old news. The real crash, the silent crash, had taken place over the previous year, in bizarre feeder markets where the sun doesn't shine and the SEC doesn't dare, or bother, to tread. Who understood the risk inherent in the assumption of ever-rising real estate prices, a risk compounded daily by the creation of those arcane, artificial securities loosely based on piles of doubtful mortgages? In this fitting sequel to Liar's Poker, Michael Lewis answers that question in a narrative brimming with indignation and dark humor."
9781594205224,"The Freakonomics of math—a math-world superstar unveils the hidden beauty and logic of the world and puts its power in our handsThe math we learn in school can seem like a dull set of rules, laid down by the ancients and not to be questioned. In How Not to Be Wrong, Jordan Ellenberg shows us how terribly limiting this view is: Math isn’t confined to abstract incidents that never occur in real life, but rather touches everything we do—the whole world is shot through with it.

Math allows us to see the hidden structures underneath the messy and chaotic surface of our world. It’s a science of not being wrong, hammered out by centuries of hard work and argument. Armed with the tools of mathematics, we can see through to the true meaning of information we take for granted: How early should you get to the airport? What does “public opinion” really represent? Why do tall parents have shorter children? Who really won Florida in 2000? And how likely are you, really, to develop cancer?

How Not to Be Wrong presents the surprising revelations behind all of these questions and many more, using the mathematician’s method of analyzing life and exposing the hard-won insights of the academic community to the layman—minus the jargon. Ellenberg chases mathematical threads through a vast range of time and space, from the everyday to the cosmic, encountering, among other things, baseball, Reaganomics, daring lottery schemes, Voltaire, the replicability crisis in psychology, Italian Renaissance painting, artificial languages, the development of non-Euclidean geometry, the coming obesity apocalypse, Antonin Scalia’s views on crime and punishment, the psychology of slime molds, what Facebook can and can’t figure out about you, and the existence of God.

Ellenberg pulls from history as well as from the latest theoretical developments to provide those not trained in math with the knowledge they need. Math, as Ellenberg says, is “an atomic-powered prosthesis that you attach to your common sense, vastly multiplying its reach and strength.” With the tools of mathematics in hand, you can understand the world in a deeper, more meaningful way. How Not to Be Wrong will show you how.

A New York Times Bestseller"
9781101946619,"A Nix can take many forms. In Norwegian folklore, it is a spirit who sometimes appears as a white horse that steals children away. In Nathan Hill's remarkable first novel, a Nix is anything you love that one day disappears, taking with it a piece of your heart. It's 2011, and Samuel Andresen-Anderson--college professor, stalled writer--has a Nix of his own: his mother, Faye. He hasn't seen her in decades, not since she abandoned the family when he was a boy. Now she's re-appeared, having committed an absurd crime that electrifies the nightly news, beguiles the internet, and inflames a politically divided country. 
The media paints Faye as a radical hippie with a sordid past, but as far as Samuel knows, his mother was an ordinary girl who married her high-school sweetheart. Which version of his mother is true? 
Two facts are certain: she's facing some serious charges, and she needs Samuel's help. To save her, Samuel will have to embark on his own journey, uncovering long-buried secrets about the woman he thought he knew, secrets that stretch across generations and have their origin all the way back in Norway, home of the mysterious Nix. 
As he does so, Samuel will confront not only Faye's losses but also his own lost love, and will relearn everything he thought he knew about his mother, and himself. From the suburban Midwest to New York City to the 1968 riots that rocked Chicago and beyond, The Nix explores--with sharp humor and a fierce tenderness--the resilience of love and home, even in times of radical change.

A New York Times Bestseller"
9780060838652,"Since its original landmark publication in 1980, A People's History of the United States has been chronicling American history from the bottom up, throwing out the official version of history taught in schools-with its emphasis on great men in high places-to focus on the street, the home, and the workplace.Known for its lively, clear prose as well as its scholarly research, A People's History is the only volume to tell America's story from the point of view of-and in the words of-America's women, factory workers, African Americans, Native Americans, working poor, and immigrant laborers. As historian Howard Zinn shows, many of our country's greatest battles-for a fair wage, an eight-hour workday, child-labor laws, health and safety standards, universal suffrage, women's rights, racial equality-were carried out at the grassroots level, against bloody resistance. Covering Christopher Columbus's arrival through the 2000 Election and the ""war on terrorism,"" A People's History of the United States, which was nominated for the American Book Award in 1981 and has sold more than one million copies, features insightful analysis of the most important events in our history.This new edition contains two new chapters covering the Clinton presidency, the 2000 Election, and the ""war on terrorism,"" continuing Zinn's important contribution to a complete and balanced understanding of American history."
9780142001004,"Sparkling with irrepressible wit, City of Djinns peels back the layers of Delhi's centuries-old history, revealing an extraordinary array of characters along the way-from eunuchs to descendants of great Moguls. With refreshingly open-minded curiosity, William Dalrymple explores the seven ""dead"" cities of Delhi as well as the eighth city--today's Delhi. Underlying his quest is the legend of the djinns, fire-formed spirits that are said to assure the city's Phoenix-like regeneration no matter how many times it is destroyed. Entertaining, fascinating, and informative, City of Djinns is an irresistible blend of research and adventure."
9780525429630,"For readers of Mohsin Hamid, Dave Eggers, Arundhati Roy, and Teju Cole, The Association of Small Bombs is an expansive and deeply humane novel that is at once groundbreaking in its empathy, dazzling in its acuity, and ambitious in scope

When brothers Tushar and Nakul Khurana, two Delhi schoolboys, pick up their family’s television set at a repair shop with their friend Mansoor Ahmed one day in 1996, disaster strikes without warning. A bomb—one of the many “small” bombs that go off seemingly unheralded across the world—detonates in the Delhi marketplace, instantly claiming the lives of the Khurana boys, to the devastation of their parents. Mansoor survives, bearing the physical and psychological effects of the bomb. 

After a brief stint at university in America, Mansoor returns to Delhi, where his life becomes entangled with the mysterious and charismatic Ayub, a fearless young activist whose own allegiances and beliefs are more malleable than Mansoor could imagine. Woven among the story of the Khuranas and the Ahmeds is the gripping tale of Shockie, a Kashmiri bomb maker who has forsaken his own life for the independence of his homeland.   

Karan Mahajan writes brilliantly about the effects of terrorism on victims and perpetrators, proving himself to be one of the most provocative and dynamic novelists of his generation."
9781400032716,"Christopher John Francis Boone knows all the countries of the world and their capitals and every prime number up to 7,057. He relates well to animals but has no understanding of human emotions. He cannot stand to be touched. And he detests the color yellow.   

This improbable story of Christopher's quest to investigate the suspicious death of a neighborhood dog makes for one of the most captivating, unusual, and widely heralded novels in recent years."
9780393351590,"#1 New York Times Bestseller -- With a new Afterword
""Guaranteed to make blood boil."" --Janet Maslin, New York Times
In Michael Lewis's game-changing bestseller, a small group of Wall Street iconoclasts realize that the U.S. stock market has been rigged for the benefit of insiders. They band together--some of them walking away from seven-figure salaries--to investigate, expose, and reform the insidious new ways that Wall Street generates profits. If you have any contact with the market, even a retirement account, this story is happening to you."
9780312554163,"""Giffin excels at creating complex characters and stories that ask us to explore what we really want from our lives. ""--Atlanta Journal-Constitution.  Tessa Russo is the mother of two young children and the wife of a renowned pediatric surgeon.  Despite her own mother's warnings, Tessa has recently given up her career to focus on her family and the pursuit of domestic happiness.  From the outside, she seems destined to live a charmed life.  Valerie Anderson is an attorney and single mother to six-year-old Charlie--a boy who has never known his father.  After too many disappointments, she has given up on romance--and even to some degree, friendships--believing that it is always safer not to expect too much.  Although both women live in the same Boston suburb, the two have relatively little in common aside from a fierce love for their children.  But one night, a tragic accident causes their lives to converge in ways no one could have imagined.  In alternating, pitch-perfect points of view, Emily Giffin creates a moving, luminous story of good people caught in untenable circumstances.  Each being tested in ways they never thought possible.  Each questioning everything they once believed.  And each ultimately discovering what truly matters most."
9780385352109,"Colorless Tsukuru Tazaki and His Years of Pilgrimage is the long-awaited new novel--a book that sold more than a million copies the first week it went on sale in Japan--from the award-winning, internationally best-selling author Haruki Murakami.  Here he gives us the remarkable story of Tsukuru Tazaki, a young man haunted by a great loss; of dreams and nightmares that have unintended consequences for the world around us; and of a journey into the past that is necessary to mend the present. It is a story of love, friendship, and heartbreak for the ages.From the Hardcover edition."
9781631492228,"A sweeping, revisionist history of the Roman Empire from one of our foremost classicists.
Ancient Rome was an imposing city even by modern standards, a sprawling imperial metropolis of more than a million inhabitants, a ""mixture of luxury and filth, liberty and exploitation, civic pride and murderous civil war"" that served as the seat of power for an empire that spanned from Spain to Syria. Yet how did all this emerge from what was once an insignificant village in central Italy? In S.P.Q.R., world-renowned classicist Mary Beard narrates the unprecedented rise of a civilization that even two thousand years later still shapes many of our most fundamental assumptions about power, citizenship, responsibility, political violence, empire, luxury, and beauty.
From the foundational myth of Romulus and Remus to 212 ce--nearly a thousand years later--when the emperor Caracalla gave Roman citizenship to every free inhabitant of the empire, S.P.Q.R. (the abbreviation of ""The Senate and People of Rome"") examines not just how we think of ancient Rome but challenges the comfortable historical perspectives that have existed for centuries by exploring how the Romans thought of themselves: how they challenged the idea of imperial rule, how they responded to terrorism and revolution, and how they invented a new idea of citizenship and nation.
Opening the book in 63 bce with the famous clash between the populist aristocrat Catiline and Cicero, the renowned politician and orator, Beard animates this ""terrorist conspiracy,"" which was aimed at the very heart of the Republic, demonstrating how this singular event would presage the struggle between democracy and autocracy that would come to define much of Rome's subsequent history. Illustrating how a classical democracy yielded to a self-confident and self-critical empire, S.P.Q.R. reintroduces us, though in a wholly different way, to famous and familiar characters--Hannibal, Julius Caesar, Cleopatra, Augustus, and Nero, among others--while expanding the historical aperture to include those overlooked in traditional histories: the women, the slaves and ex-slaves, conspirators, and those on the losing side of Rome's glorious conquests.
Like the best detectives, Beard sifts fact from fiction, myth and propaganda from historical record, refusing either simple admiration or blanket condemnation. Far from being frozen in marble, Roman history, she shows, is constantly being revised and rewritten as our knowledge expands. Indeed, our perceptions of ancient Rome have changed dramatically over the last fifty years, and S.P.Q.R., with its nuanced attention to class inequality, democratic struggles, and the lives of entire groups of people omitted from the historical narrative for centuries, promises to shape our view of Roman history for decades to come."
9780062458193,"Liar's Poker meets The Social Network in an irreverent exposé of life inside the tech bubble, from industry provocateur Antonio García Martínez, a former Twitter advisor, Facebook product manager and startup founder/CEO.

The reality is, Silicon Valley capitalism is very simple:Investors are people with more money than time.Employees are people with more time than money.Entrepreneurs are the seductive go-between.Marketing is like sex: only losers pay for it. Imagine a chimpanzee rampaging through a datacenter powering everything from Google to Facebook. Infrastructure engineers use a software version of this ""chaos monkey"" to test online services' robustness--their ability to survive random failure and correct mistakes before they actually occur. Tech entrepreneurs are society's chaos monkeys, disruptors testing and transforming every aspect of our lives, from transportation (Uber) and lodging (AirBnB) to television (Netflix) and dating (Tinder). One of Silicon Valley's most audacious chaos monkeys is Antonio García Martínez.

After stints on Wall Street and as CEO of his own startup, García Martínez joined Facebook's nascent advertising team, turning its users' data into profit for COO Sheryl Sandberg and chairman and CEO Mark ""Zuck"" Zuckerberg. Forced out in the wake of an internal product war over the future of the company's monetization strategy, García Martínez eventually landed at rival Twitter. He also fathered two children with a woman he barely knew, committed lewd acts and brewed illegal beer on the Facebook campus (accidentally flooding Zuckerberg's desk), lived on a sailboat, raced sport cars on the 101, and enthusiastically pursued the life of an overpaid Silicon Valley wastrel.
Now, this gleeful contrarian unravels the chaotic evolution of social media and online marketing and reveals how it is invading our lives and shaping our future. Weighing in on everything from startups and credit derivatives to Big Brother and data tracking, social media monetization and digital ""privacy,"" García Martínez shares his scathing observations and outrageous antics, taking us on a humorous, subversive tour of the fascinatingly insular tech industry. 

Chaos Monkeys lays bare the hijinks, trade secrets, and power plays of the visionaries, grunts, sociopaths, opportunists, accidental tourists, and money cowboys who are revolutionizing our world. The question is, will we survive?

A New York Times Bestseller"
9780691167404,"How important is luck in economic success? No question more reliably divides conservatives from liberals. As conservatives correctly observe, people who amass great fortunes are almost always talented and hardworking. But liberals are also correct to note that countless others have those same qualities yet never earn much. In recent years, social scientists have discovered that chance plays a much larger role in important life outcomes than most people imagine. In Success and Luck, bestselling author and New York Times economics columnist Robert Frank explores the surprising implications of those findings to show why the rich underestimate the importance of luck in success--and why that hurts everyone, even the wealthy.Frank describes how, in a world increasingly dominated by winner-take-all markets, chance opportunities and trivial initial advantages often translate into much larger ones--and enormous income differences--over time; how false beliefs about luck persist, despite compelling evidence against them; and how myths about personal success and luck shape individual and political choices in harmful ways.But, Frank argues, we could decrease the inequality driven by sheer luck by adopting simple, unintrusive policies that would free up trillions of dollars each year--more than enough to fix our crumbling infrastructure, expand healthcare coverage, fight global warming, and reduce poverty, all without requiring painful sacrifices from anyone. If this sounds implausible, you'll be surprised to discover that the solution requires only a few, noncontroversial steps.Compellingly readable, Success and Luck shows how a more accurate understanding of the role of chance in life could lead to better, richer, and fairer economies and societies."
9780393338621,"A quirky and darkly comic take on domestic life in southern India.
Ousep Chacko, journalist and failed novelist, prides himself on being ""the last of the real men."" This includes waking neighbors upon returning late from the pub. His wife Mariamma stretches their money, raises their two boys, and, in her spare time, gleefully fantasizes about Ousep dying. One day, their seemingly happy seventeen-year-old son Unni--an obsessed comic-book artist--falls from the balcony, leaving them to wonder whether it was an accident. Three years later, Ousep receives a package that sends him searching for the answer, hounding his son's former friends, attending a cartoonists' meeting, and even accosting a famous neurosurgeon. Meanwhile, younger son Thoma, missing his brother, falls head over heels for the much older girl who befriended them both. Haughty and beautiful, she has her own secrets. The Illicit Happiness of Other People--a smart, wry, and poignant novel--teases you with its mystery, philosophy, and unlikely love story."
9780805091748,"The New York Times bestselling author of Better and Complications reveals the surprising power of the ordinary checklist.  We live in a world of great and increasing complexity, where even the most expert professionals struggle to master the tasks they face. Longer training, ever more advanced technologies-- neither seems to prevent grievous errors. But in a hopeful turn, acclaimed surgeon and writer Atul Gawande finds a remedy in the humblest and simplest of techniques: the checklist. First introduced decades ago by the U.S. Air Force, checklists have enabled pilots to fly aircraft of mind-boggling sophistication. Now innovative checklists are being adopted in hospitals around the world, helping doctors and nurses respond to everything from flu epidemics to avalanches. Even in the immensely complex world of surgery, a simple ninety-second variant has cut the rate of fatalities by more than a third. In riveting stories, Gawande takes us from Austria, where an emergency checklist saved a drowning victim who had spent half an hour underwater, to Michigan, where a cleanliness checklist in intensive care units virtually eliminated a type of deadly hospital infection. He explains how checklists actually work to prompt striking and immediate improvements. And he follows the checklist revolution into fields well beyond medicine, from disaster response to investment banking, skyscraper construction, and businesses of all kinds. An intellectual adventure in which lives are lost and saved and one simple idea makes a tremendous difference, The Checklist Manifesto is essential reading for anyone working to get things right."
9781568584256,"The 2018 World Cup edition of the international bestseller and ""the most intelligent book ever written about soccer"" (San Francisco Chronicle) is updated throughout and features new chapters on the FIFA scandal, why Iceland wins, and women's soccer.Named one of the Best Books of the Year by the Guardian, Slate, Financial Times, Independent (UK), and Bloomberg NewsWritten with an economist's brain and a soccer writer's skill, Soccernomics applies high-powered analytical tools to everyday soccer topics, looking at data and revealing counterintuitive truths about the world's most beloved game. It all adds up to a revolutionary new approach that has helped change the way the game is played.This World Cup edition features ample new material, including fresh insights into FIFA's corruption, the surge in domestic violence during World Cups, and Western Europe's unprecedented dominance of global soccer."
9780670021338,"David Plouffe not only led the effort that put Barack Obama in the White House, but he also changed the face of politics forever and re-energized the idea of democracy itself. The Audacity to Win is his story of that groundbreaking achievement, taking readers inside the remarkable campaign that led to the election of the first African American president."
9780316016384,"No one knows us quite the same way as the men and women who sit beside us in department meetings and crowd the office refrigerator with their labeled yogurts.  Every office is a family of sorts, and the ad agency Joshua Ferris brilliantly depicts in his debut novel is family at its strangest and best, coping with a business downturn in the time-honored way: through gossip, pranks, and increasingly frequent coffee breaks.     With a demon's eye for the details that make life worth noticing, Joshua Ferris tells a true and funny story about survival in life's strangest environment--the one we pretend is normal five days a week."
9780670026555,"A groundbreaking look at why our interactions with others hold the key to successFor generations, we have focused on the individual drivers of success: passion, hard work, talent, and luck. But in today's dramatically reconfigured world, success is increasingly dependent on how we interact with others. In Give and Take, Adam Grant, an award-winning researcher and Wharton's highest-rated professor, examines the surprising forces that shape why some people rise to the top of the success ladder while others sink to the bottom. Praised by social scientists, business theorists, and corporate leaders, Give and Take opens up an approach to work, interactions, and productivity that is nothing short of revolutionary."
9781400067602,"#1 NEW YORK TIMES BESTSELLER. With unequaled insight and brio, New York Times columnist David Brooks has long explored and explained the way we live.  Now Brooks turns to the building blocks of human flourishing in a  multilayered, profoundly illuminating work grounded in everyday life.  This is the story of how success happens, told through the lives of one  composite American couple, Harold and Erica. Drawing on a wealth of  current research from numerous disciplines, Brooks takes Harold and  Erica from infancy to old age, illustrating a fundamental new  understanding of human nature along the way: The unconscious mind, it  turns out, is not a dark, vestigial place, but a creative one, where  most of the brain's work gets done. This is the realm where character is  formed and where our most important life decisions are made--the natural  habitat of The Social Animal. Brooks reveals the deeply social  aspect of our minds and exposes the bias in modern culture that  overemphasizes rationalism, individualism, and IQ. He demolishes  conventional definitions of success and looks toward a culture based on  trust and humility. The Social Animal is a moving intellectual  adventure, a story of achievement and a defense of progress. It is an  essential book for our time--one that will have broad social impact and  will change the way we see ourselves and the world.BONUS: Includes new material.s an essential book for our time, one that will have broad social impact and will change the way we see ourselves and the world."
